Timestamp,Amount,Currency,Sender_ID,Recipient_ID,Sender_Country_Code,Recipient_Country_Code,Transaction_Type,Device_Type,Transactions_Last_24H,Avg_Transaction_Value_Last_30D,Is_New_Recipient,Is_Anomaly
2025-09-22 16:07:14.414254,259.29,USD,a5f9dd5e-8faa-4d5f-bcbd-00e10d1474ca,b42cdb8d-2d81-4e5b-a0f3-9fcf92ee75af,SO,BT,Transfer,Mobile,2,580.56,1,0
2025-09-09 12:14:56.289147,1058.67,USD,5bdcae07-80a8-4a1f-8c79-a33dd27148a0,a1be83b4-108f-45fe-ba1f-a4c8bbd396b4,IQ,SN,Transfer,Tablet,9,949.12,1,0
2025-09-18 06:00:54.455269,803.22,USD,135330c9-d8bf-4b18-bd77-b6a940a2043e,75081af6-dc48-4919-8bb4-2fbf23f7d464,TG,SR,Payment,Tablet,7,683.6,1,0
2025-09-29 02:05:08.361906,423.06,USD,9fd81ca7-7448-4d98-92bc-801ef1126847,23bf6249-4249-46eb-84a2-ecb02bd48687,KM,BT,Payment,Tablet,4,652.77,1,0
2025-09-20 16:39:42.168505,597.73,USD,651d542f-9559-4c7c-93df-5cdb174885a9,4786d8b8-9838-4782-be26-7e5ea6cf9410,LK,GE,Payment,Desktop,1,600.9,0,0
2025-09-28 09:35:59.530946,876.5,USD,32fe56bf-93b7-4a5d-a3d9-3601991e2880,e047382c-48a8-4bec-a54a-8f22230cb59c,MW,GT,Transfer,Tablet,2,922.12,0,0
2025-09-27 09:13:26.105003,175.06,USD,896b071f-53b0-4edb-b35d-e22d63f51313,99e3f86e-8c49-43d2-8a81-ba48b03ff22e,OM,DM,Payment,Mobile,1,235.9,0,0
2025-09-23 20:19:39.103936,821.53,USD,c44097c3-d82a-4271-bc6c-cd7ceacfc092,20ba4b66-1996-45f9-974d-6987da1ccefe,GT,GD,Payment,Mobile,8,962.27,1,0
2025-09-28 19:31:47.145616,500.33,USD,12b545b0-4e68-4b06-a640-946ba009c87a,67354f4e-46ee-4d69-908a-35beebd5c605,GN,PY,Transfer,Tablet,10,629.03,0,0
2025-09-05 23:24:38.721175,209.82,USD,92ecbdaa-8277-44b2-ab4f-2d387ad03d9c,3cf43a72-5609-48f3-8cc8-802683a84d4a,MR,TV,Transfer,Desktop,8,659.99,1,0
2025-09-22 02:00:27.253468,691.19,GBP,98694598-5728-4aa7-a791-cedf6f6411d8,52c40b7c-11a1-4bee-bf55-015846085383,RU,AE,Payment,Desktop,2,553.078505554581,1,1
2025-09-07 03:06:35.850752,1133.78,USD,344370c1-7bbf-4f39-bebb-fa72fbedbdaa,901dc7c8-0200-43ee-9d0e-2f847ed52350,QA,HU,Transfer,Mobile,8,726.33,1,0
2025-09-28 06:40:35.224972,247.83,USD,06e7bbf8-1ba4-4868-9621-0f725e5e0582,b0813ddb-6ff4-440d-8e77-2d9e66464001,GA,NE,Transfer,Tablet,10,175.58,0,0
2025-09-13 15:45:10.806394,996.07,USD,b3fbc2f7-baf6-40dc-94aa-0f016367b5f4,7cc2d1d8-9be1-4f52-8a9f-39238afe0fb5,CD,YE,Payment,Tablet,2,977.54,0,0
2025-09-17 18:49:01.707251,124.01,USD,f2480673-9f16-4192-b8a3-b28f705fc25e,21738a60-05d8-4318-96df-aa327290472d,YE,IS,Transfer,Desktop,2,123.46,0,0
2025-09-25 13:53:34.239757,635.31,USD,df27e24c-c33b-47cb-b712-206488cffc41,d2d17313-6804-49eb-adf2-1d0fcc3b3119,PA,MK,Payment,Mobile,9,524.23,0,0
2025-09-28 16:13:15.364953,405.52,USD,9b53abef-f68f-4eb1-bee6-3342a094922d,1629d25a-557b-47f5-9ab1-cbf28b010c6b,JP,LT,Payment,Mobile,4,297.98,1,0
2025-09-30 12:45:19.856959,215.36,USD,6914d4d8-30cf-447e-bf9f-0f10d2df860a,5f0ef242-06b5-4ab8-b295-85b19ffe1c8d,BJ,TG,Payment,Desktop,9,184.54,0,0
2025-09-06 17:46:13.448739,902.29,USD,ec601797-6868-4dc8-b90e-85a2293158c5,dfa78af9-8ffb-4031-8c99-94da1a73de54,AE,BY,Transfer,Tablet,7,513.56,1,0
2025-09-26 22:49:32.625582,514.54,USD,5dffc761-8a43-4683-aed0-a987835370aa,9d8d1335-543c-4e9b-9337-4144b4985aef,MW,ML,Transfer,Mobile,6,482.37,0,0
2025-09-17 11:18:12.787845,299.23,USD,2fcaa143-cc9c-4a54-93bc-43ec39650f06,48add431-afa3-4f5a-8513-518ff04e820c,CM,CV,Payment,Desktop,4,242.37,0,0
2025-09-03 22:47:28.469089,442.9,USD,123559c1-3b1b-461f-815b-f1f6be103dde,e475f3b3-50f7-4411-981a-33ca2a7e9e79,PG,BY,Transfer,Desktop,7,663.37,1,0
2025-09-23 06:50:29.981004,477.61,USD,24ec2376-1172-4de5-8ea7-8fd33adfb58c,75d44ec6-c0be-4d8a-9182-dbe911f5f231,DK,BO,Transfer,Mobile,5,760.98,0,0
2025-09-23 22:37:19.541063,343.9,USD,9f2a4dba-2340-4d44-9e13-048024d6b142,cf07eb69-464d-4145-a947-69e52a5da3bf,UG,CO,Payment,Desktop,6,410.28,0,0
2025-09-16 04:50:35.747052,1188.1,USD,e994927f-294e-405e-8abe-1dc7507b7a78,3f76ad70-3257-4f2c-8a5a-e73df404cc8b,RO,PH,Transfer,Desktop,5,987.94,1,0
2025-09-19 18:59:12.474364,494.58,USD,05a4bdc0-6260-4dea-859d-9b2dab0c2f4c,2678ed7f-0f01-459c-9a04-18448b778a78,MD,ML,Transfer,Mobile,9,378.14,1,0
2025-09-18 22:38:19.536879,853.24,USD,7cfd51cf-758e-49d3-8d06-3893b43c4daa,a90c1c54-32cc-4b9a-bfe0-09efcec295ca,GT,BN,Payment,Mobile,7,847.74,0,0
2025-09-30 10:09:25.674921,994.51,USD,6ba82b99-7acf-4616-af80-e69c3feca6d8,4bd5317e-8145-4c25-9ac7-839757b818ed,NL,BA,Payment,Mobile,1,951.91,1,0
2025-09-26 20:12:05.330401,850.44,USD,167a9a5d-8b4f-49d6-94d9-7022bf676691,921d177b-a773-4a22-9d70-458485d74c36,ID,SL,Payment,Desktop,1,720.47,1,0
2025-09-28 20:07:28.392846,677.1,USD,283b2caf-1003-42a8-89c3-1e63e8f370a4,7dabac55-f5f1-485e-8e91-6ce15d8aca97,BN,FJ,Transfer,Mobile,9,801.24,0,0
2025-09-16 00:46:01.648380,746.48,USD,9bccc69a-ad65-4b33-afa9-4f7ac4219f06,e8589c34-8add-4f3a-9a33-86076bd860c9,SM,HT,Payment,Desktop,3,446.07,1,0
2025-09-28 14:20:56.365369,1163.95,USD,84ca06b6-2262-4650-9a16-0b9a64c36ec6,62166505-84d7-47a0-9c82-3c7056868897,SM,VC,Transfer,Mobile,8,950.8,0,0
2025-09-17 17:21:41.862337,658.96,USD,fc87c795-dc5c-4f29-ab9e-dd303d723741,3513c8bb-2254-4e74-85f9-589b91f9a6a7,CG,LR,Transfer,Mobile,9,697.56,1,0
2025-09-14 06:00:53.890239,1163.77,USD,0795faed-5b3c-4177-b8e5-86409dea8599,14506004-9ddd-4a40-adfe-609eb6e3a446,CM,AT,Payment,Desktop,8,874.96,1,0
2025-09-27 10:10:52.612925,352.11,USD,24eee71d-be28-487c-9d2b-3480ed73ee69,6be1477b-911d-4d88-86f8-582cf2058c20,PS,PY,Payment,Desktop,6,780.46,0,0
2025-09-05 23:56:30.259615,331.1,USD,a7b7b459-9b3f-4904-820f-e2441fe4e9f2,97f484d0-5ee2-43c6-9afb-8d2732bafefa,VE,KW,Transfer,Desktop,1,251.51,1,0
2025-09-03 09:40:53.008733,186.25,USD,88e6d7f5-9dfe-432c-8bf0-da7bedcc6e92,51ae0e3b-5b86-4b78-a26a-d1edc7552de2,LT,TW,Payment,Mobile,6,277.78,0,0
2025-09-26 18:02:07.323612,416.95,USD,b5db2354-32fc-4af3-91c4-f4792efa094c,2908c353-a4a2-4e45-abc6-1fc10e1776b7,MK,BB,Transfer,Desktop,6,414.33,0,0
2025-09-26 03:27:15.321112,282.29,USD,b6df8cde-c20a-4aac-afb3-6a5e93cac55a,3ecc4350-7d16-4107-bf6c-745805a64221,JM,UY,Transfer,Tablet,4,540.67,1,0
2025-09-25 09:10:04.434460,910.46,USD,25372a45-aa3c-4d26-b268-909a078e6186,c1c71992-c770-4d4c-9401-9d605dcf54b1,NG,GR,Payment,Desktop,2,804.85,0,0
2025-09-01 07:53:19.306642,1033.27,USD,ae3e785b-32ad-4f64-8a53-9ac5232f411e,eaf6c996-887d-4e2a-8b29-b73d50cc820d,KW,AU,Transfer,Tablet,9,920.19,1,0
2025-09-27 01:44:36.321166,493.12,USD,b7d694e1-5c2c-4b85-9c21-eb068dc917cc,8279089d-7280-4f6a-ae24-c4f146ecbecf,CD,NI,Payment,Tablet,6,734.31,1,0
2025-09-12 04:38:02.315208,383.74,USD,0f90eaa2-d4ca-42ba-b06a-1ac039d8e999,8185e9b7-b972-4f60-a591-aab5f08faf1c,ES,SI,Payment,Mobile,9,242.55,0,0
2025-09-29 17:14:45.615917,489.83,USD,9a285c69-a725-49c6-9651-bba52edd4074,c6cb61cc-a405-414a-bad6-92d33d32bc78,AZ,AZ,Payment,Mobile,10,514.99,0,0
2025-09-23 03:50:38.024214,460.2,USD,b808fed9-50b3-430f-9491-2281ed2f9a62,f1937ee2-2653-4738-b2c5-e037aff6c374,VU,GN,Payment,Tablet,8,426.4,1,0
2025-09-08 23:48:05.590782,142.93,USD,a28e4158-d034-45f9-8fb1-73c77cb001eb,4228cf97-06b6-45fc-88e8-099682d11d1d,NR,GY,Transfer,Desktop,9,180.15,0,0
2025-09-18 10:55:50.849207,311.73,USD,bc478b0d-a67e-45a6-ab05-f0bd5b5a700c,2b95de3f-bf39-4a45-a6a7-232da6662081,BO,GN,Payment,Mobile,7,446.86,1,0
2025-09-16 16:54:00.319935,889.43,USD,115c4f1c-12cd-4617-950c-d9bec13c7884,4939753a-e1a7-4620-986f-597581a01e38,MC,GQ,Payment,Tablet,9,910.56,0,0
2025-09-13 20:31:12.864766,444.34,USD,167a9a5d-8b4f-49d6-94d9-7022bf676691,89cc9f24-c5e8-4f21-b09e-70a1c78d51b2,ID,TV,Payment,Tablet,5,759.38,0,0
2025-09-05 20:23:25.355187,528.53,USD,4e22d51e-a7de-4896-be58-45295368f70f,022e24c1-7b8c-42ec-add5-fcf4c218e9ab,RU,FM,Transfer,Mobile,8,466.95,0,0
2025-09-18 03:29:34.065518,343.13,USD,d96eeeac-1bdc-411e-bbe6-90be4e1f3822,8dce32d3-3246-45e3-99de-6510c2c1bb30,CD,IT,Transfer,Tablet,10,708.44,0,0
2025-09-10 06:26:31.054844,143.29,USD,e97e0da7-ba53-451f-a2a5-3546c05aadf6,385d67ac-51d2-4c53-90dd-678d3d398de1,IQ,SY,Payment,Desktop,4,142.83,0,0
2025-09-04 13:15:46.967184,663.26,USD,c84664c6-3f39-4f5a-83fa-757fc6d590d6,6d881c3f-484e-4462-a237-8e0bb921a3af,PL,SN,Transfer,Mobile,9,666.16,1,0
2025-09-05 07:46:59.469220,451.22,USD,01b2f664-39d6-4ebd-9b54-f8900570dbf7,bf27f1b7-b29c-422d-8ce9-08697bbdb456,AM,MR,Transfer,Mobile,7,508.4,1,0
2025-09-12 21:43:11.258068,347.61,USD,09f5f2fc-c802-4579-a042-1fd3fda8ff08,b05093c7-a55c-45bb-82f8-cd534c252602,PY,MG,Transfer,Tablet,7,653.24,0,0
2025-09-18 20:10:29.380721,10362.19,EUR,92f0976a-b22a-461d-91c9-d06de7fdfb82,016037e0-6c99-4518-be01-82f2cc7aea76,EG,MN,Payment,Mobile,3,389.891919175,1,1
2025-09-21 07:33:45.207361,108.42,USD,e9acac9d-a187-4da2-a540-ac819f13dac9,25932826-0999-46cb-b287-cec60dcabb2d,QA,PY,Payment,Desktop,7,92.2,1,0
2025-09-17 00:21:39.848778,385.22,USD,e86c859b-8849-420e-90fe-04cc0679baf8,9e82e34b-94e2-450d-bae5-13501c19cfe4,KW,DM,Transfer,Desktop,9,352.95,1,0
2025-09-29 02:47:42.560974,330.35,USD,318ceed8-3906-4202-9725-1045c4f79635,2b346218-dcdf-4ff2-9662-a06f42f85a58,PY,CO,Transfer,Tablet,10,752.0,0,0
2025-09-22 04:04:20.906687,410.35,USD,442ab32b-45f3-4df7-8c4e-3b54342c8cc2,3eb38ea8-9911-4a06-98b0-6bfb6e72d8bc,NR,BF,Transfer,Tablet,4,592.95,0,0
2025-09-18 19:35:54.123159,1080.73,USD,102423bb-b4a3-4437-9b95-0306ff0d9e17,de33bc41-afcd-4c85-8bcd-ddbb30e78e3d,JO,MC,Transfer,Desktop,8,881.94,0,0
2025-09-05 19:04:54.921786,306.45,USD,cece80bc-fd4d-4b9e-8a20-69aa6ae59389,ba10942c-b74a-4784-b40c-7d6bdb680a15,TH,KM,Payment,Tablet,10,268.66,0,0
2025-09-29 04:36:04.866389,673.91,USD,67e2001e-dea7-4bf0-881d-a01609e42889,ce3af51a-1bbf-4390-9757-e01ef2b73ce9,MC,CG,Payment,Tablet,1,574.7,1,0
2025-09-11 08:03:03.573363,188.86,USD,9626a4d3-91bb-4b4a-aa40-1ddf2eff3601,72ad7191-871d-4982-add5-92ae0b68bee0,LB,LB,Payment,Mobile,4,215.43,0,0
2025-09-15 13:28:57.739632,64.54,USD,c49f3202-189f-4692-9620-d12bc7ca701f,251fcb1a-6fe8-4e0c-8949-c63a364c54be,KN,BH,Transfer,Tablet,7,52.15,0,0
2025-09-19 18:11:02.841055,1329.21,USD,6f1f08d0-8ad0-45f4-94c4-6feff10282d0,c2fec968-c732-47c1-922c-abdcd9f881e4,GN,TV,Payment,Tablet,9,849.55,0,0
2025-09-19 14:23:25.210865,852.98,USD,1344d370-7a7c-42e1-b8af-d9cd03b45e2d,7179dbd5-a371-476e-a5f0-3e8aa975fb20,TJ,TN,Payment,Mobile,3,844.3,0,0
2025-09-07 12:39:36.201148,111.39,USD,1a882ba4-1d62-4b01-b3a2-e2f1d790bc96,a61343c6-f320-4b50-9855-c3a1ba050515,IR,TV,Transfer,Tablet,8,72.17,1,0
2025-09-06 22:23:39.736755,34423.8,EUR,70f89e9b-bdea-4298-a47c-861c094c225d,d14cc99c-8083-48b0-a42d-285a88fa2a63,SB,SR,Payment,Mobile,2,966.4396549675231,1,1
2025-09-02 23:16:31.428580,283.36,USD,ceea5e86-fcfb-42c8-b6bf-8bcbd9dafa6f,576b935a-8a69-4b23-a54e-e5037006e2e1,UA,PY,Payment,Mobile,3,510.28,0,0
2025-09-25 00:10:32.134296,1116.8,USD,02d11543-f4a4-4077-a568-3cf3199b583a,dbaa37d8-6fe9-4da8-876d-91c13eaa4360,SD,NR,Payment,Mobile,10,742.87,1,0
2025-09-04 20:58:00.484722,996.45,USD,16b1b705-524b-4e60-8ad4-aaff156c20f6,1582b09f-0a6f-4fb6-acb1-24e9d1ac662e,SA,EC,Transfer,Mobile,6,728.56,0,0
2025-09-10 20:26:36.184432,690.43,USD,abfad00a-dc62-4c28-8c66-4218ad763744,61aa7812-2e41-4d16-884a-5db514aced8e,RS,MN,Transfer,Mobile,7,975.54,0,0
2025-09-23 19:42:57.561279,429.66,USD,a2bfed9f-d60b-4497-aa1e-e382570ac229,4eed2c22-4384-44b1-99a2-50be0c112aa2,BF,KG,Payment,Tablet,1,611.08,0,0
2025-09-12 11:00:35.195138,1258.72,USD,5c45e166-a39b-4e79-8380-83e4e0fde355,4b27fb44-4bd2-4635-b40d-8fdea37adf13,LS,CR,Payment,Tablet,7,933.94,0,0
2025-09-17 12:07:59.360098,670.57,USD,dd88097e-a33c-4511-97c4-23f1228bf36e,5328eb4f-9b6b-45c8-888e-5af285588bfd,LU,KG,Transfer,Desktop,10,606.43,1,0
2025-09-02 22:00:01.515294,1155.71,USD,fb12b52c-4264-47e9-8205-cf63cd0daacd,b0813ddb-6ff4-440d-8e77-2d9e66464001,GT,KM,Transfer,Mobile,5,895.26,1,0
2025-09-19 08:06:29.716767,1108.08,USD,a9d291c9-71fc-4967-9714-e46ba1cf4e5f,3d0410f7-7fe7-478d-993f-07d4dabe85ce,US,SR,Transfer,Desktop,1,711.13,0,0
2025-09-18 09:42:12.978177,50.7,USD,40da2f3b-56bc-4820-8687-da8615fff58b,e0d63973-338e-42d2-a1ef-114cb899c4ab,TL,TL,Payment,Desktop,10,98.03,0,0
2025-09-25 11:23:40.808927,348.96,USD,8d3b11ae-f33e-402a-8707-913183335109,80088d3c-9764-4ce6-bfd0-9f797841a7ab,BW,GT,Payment,Mobile,8,446.92,0,0
2025-09-21 14:20:53.312361,87.11,USD,fe866c92-37e8-4a16-afd1-236a4984514a,1201cbd9-454b-4a04-bf62-c29b7c355670,SO,ZW,Transfer,Mobile,2,62.42,1,0
2025-09-11 05:46:29.033679,185.2,USD,f0a8c2cf-a1a2-4df7-a596-392291783f52,58c8834b-fda1-47f3-837a-6d0693eb9bea,KG,KI,Payment,Desktop,6,288.98,0,0
2025-09-23 09:26:24.948076,180.59,USD,25d55be1-5aa9-4c2e-a209-68f46bd2da6c,cafb999f-ed6b-4dc5-9dca-7219854da85c,RW,AE,Payment,Desktop,7,126.97,0,0
2025-09-24 04:47:11.352266,522.41,USD,2fa1465f-e668-476b-8eee-62069d1a47f7,9055a0c8-8c51-4f27-91ab-2ed065dcdff1,MA,ER,Transfer,Mobile,3,501.51,1,0
2025-09-27 18:37:10.202236,501.0,USD,d715fd4e-11b1-4ae1-8e14-b5890beb00d6,68f752dd-5e71-4541-b22d-9fcaab8798e3,SO,KR,Payment,Mobile,10,916.32,1,0
2025-09-19 14:59:16.086436,897.8,USD,3cefa518-f4f3-4e45-8e03-677f0ff3e32b,353a999e-d2fd-44da-bfe2-e9fbe91a4034,WS,JO,Payment,Tablet,4,990.32,1,0
2025-09-28 19:56:23.267911,669.24,USD,3af1f412-3abb-4748-90f1-5c628c58bbec,7fd9960d-f77d-4881-bc63-44c72f7face5,AG,US,Payment,Mobile,7,564.46,1,0
2025-09-13 02:05:22.222109,541.21,USD,b96301b0-2fbd-407e-aa3f-03abf097750a,a0820bf3-5adc-4c73-8ea2-e5f1651ffc64,AT,ZA,Transfer,Desktop,1,776.86,0,0
2025-09-25 22:01:18.191451,70.13,USD,7a4d994d-0484-4528-83ad-b26742b9ea58,0e1e0b5f-ce14-4226-8eeb-e9a00285376f,AM,LA,Payment,Tablet,5,84.53,1,0
2025-09-18 21:46:53.635431,460.35,USD,738dd043-96fa-4262-a9f4-bd77ea1bb094,4bd5317e-8145-4c25-9ac7-839757b818ed,VN,GD,Payment,Desktop,2,394.4,1,0
2025-09-17 00:53:45.423218,365.45,USD,6acf7e37-f2ea-4d56-9dad-8ffaad9ab65b,6b5c5592-a571-4806-8a1f-ae08e844dddd,LS,SY,Transfer,Desktop,5,528.77,0,0
2025-09-10 00:08:40.429858,65.63,USD,b0241d7c-64a4-4763-9a1c-17b0f916a89c,b9196835-76e4-4e5f-9d87-5cecc8c8a42c,BT,JM,Transfer,Mobile,7,310.98,0,0
2025-09-16 13:05:45.953103,1153.64,USD,19d19d61-1588-45ed-8fee-05154aee341f,4d923897-0758-47a7-9400-6dd303845097,BW,OM,Transfer,Tablet,3,959.04,0,0
2025-09-09 15:27:20.678007,343.3,USD,b6ced57d-54dc-476a-9ef3-a481381464e8,7c8c7184-119c-4f96-a91e-eff7cf045791,AG,US,Transfer,Mobile,3,326.78,1,0
2025-09-26 06:42:50.342525,244.75,USD,fce41a11-4935-4533-9b6d-ae070bb1d3e9,cea12b35-7b94-4d20-b84d-584a4710946b,SG,PA,Transfer,Tablet,5,281.7,1,0
2025-09-23 19:22:15.453877,872.42,USD,3c217587-d4cb-4eab-be99-1ccfc05209c6,87e5f3bb-9de3-4645-b902-d77b40220e0e,YE,LB,Transfer,Mobile,10,778.88,1,0
2025-09-22 06:13:51.252667,90.43,USD,696c1235-9f12-4981-9e2c-ec46dd9e0f5e,406f934d-6ae2-4319-bd8f-197c1dad8663,BT,NA,Transfer,Tablet,7,112.9,1,0
2025-09-30 06:51:25.033425,914.53,USD,10f683ec-ffa3-4446-8a46-77d461613598,4eed2c22-4384-44b1-99a2-50be0c112aa2,TN,LV,Payment,Desktop,2,988.93,1,0
2025-09-25 00:19:03.126192,313.69,USD,252cd18c-3627-481b-a943-09baf0c7c115,768418a8-fadb-4a1e-a7cc-8a2e82b8418f,GE,BH,Transfer,Desktop,3,786.16,0,0
2025-09-01 09:21:51.794199,258.73,USD,7c98354a-b871-4286-ab94-5fd6b8db2b3d,1dfeb3b8-2a9e-413f-93e3-1e899394271f,HT,IE,Transfer,Tablet,8,309.41,1,0
2025-09-30 06:24:15.796602,489.14,USD,49478363-b819-4c36-afba-4526bcf5e962,334abf45-97c2-4507-a3a5-bba404e6547e,IR,SY,Payment,Mobile,9,399.48,0,0
2025-09-24 16:32:31.097426,369.45,USD,d0cc9951-0851-4b37-b40b-1eba5024baae,736431a2-f865-4fa5-94ad-cd74ea4f9a3f,KZ,HR,Payment,Tablet,8,279.35,1,0
2025-09-18 17:22:51.716106,672.38,USD,e81d0843-0d43-4bae-ad3f-51d9bf38c082,5650e54c-ca00-4a82-833e-f10b2bc022aa,TN,BS,Transfer,Tablet,4,810.48,1,0
